make,model,injury_severity,aircraft_damage,aircraft_category,number_of_engines,publication_date,engine_type,purpose_of_flight,weather_condition,total_fatal_injuries,total_serious_injuries,total_minor_injuries,registration_number,investigation_type
PIPER,PA-28-181,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,2.0,0.0,N30997,Accident
Ayres Corporation,S2R-T15,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Turbo Prop,Aerial Application,VMC,0.0,0.0,1.0,N64DX,Accident
CESSNA,172S,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N375LP,Accident
AIR TRACTOR INC,AT-602,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Turbo Prop,Aerial Application,VMC,0.0,0.0,0.0,N51037,Accident
CubCrafters Inc,CC11-160,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N441TC,Accident
CESSNA,152,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N25212,Accident
PIPER,PA-28-151,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Business,VMC,0.0,2.0,0.0,N43003,Accident
CESSNA,172S,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N5253Q,Accident
PIPER,PA-28-180,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9518J,Accident
WILLERTON,VANS RV6A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N6000Z,Accident
CESSNA,320D,Fatal,Destroyed,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N32EG,Accident
PIPER,PA-18A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N12003,Accident
CESSNA,172S,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N17304,Accident
PIPER,PA-28-140,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N3583K,Accident
STANLEY B E,MURPHY REBEL,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N24V,Accident
PIPER,J3C-65,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N75487,Accident
PIPER,PA-20,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N7001K,Accident
NELSON SYDNEY/NELSON DIANN,ZODIAC XL,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N4337G,Accident
MANZITTO MICHAEL A,MWLANCAIR 235,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N235MW,Accident
CESSNA,150M,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N714JJ,Accident
T BIRD GOLDEN CIRCLE AIR INC,II,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N5654N,Accident
TIGER AIRCRAFT LLC,AG-5B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N965TE,Accident
MOONEY,M20B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,2.0,0.0,N74518,Accident
WILLOUGHBY PETE A,STREAK SHADOW,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N2828W,Accident
PIPER,PA-22-150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N7227D,Accident
CESSNA,180F,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2157Z,Accident
LUSCOMBE,8E,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N25E,Accident
PRENDERGAST JOHN/VANS,RV-7A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N5025G,Accident
CESSNA,182G,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3272S,Accident
CESSNA,180J,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N180BA,Accident
ROCKWELL INTERNATIONAL,S-2R,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,N4971X,Accident
CESSNA,421C,Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N48DL,Accident
MOONEY,M20F,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,3.0,N9722M,Accident
CESSNA,172R,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N28BC,Accident
CESSNA,210,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N96050,Accident
PIPER,PA-18-150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N8451Y,Accident
RAYTHEON AIRCRAFT COMPANY,A36,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,2.0,0.0,N821SM,Accident
CIRRUS DESIGN CORP,SR22,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,1.0,0.0,0.0,N110EB,Accident
MOODY-SIPLE,A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N78RB,Accident
CESSNA,150F,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N7911F,Accident
CESSNA,182J,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N2701F,Accident
Beechcraft Corporation,A36TC,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N3862C,Accident
CUB CRAFTERS INC,CC11-100,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N499CC,Accident
MAYS,KITFOX LITE 2,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N32122,Accident
BUMFORD-ROYER,CHRISTEN EAGLE II,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N80BH,Accident
ALVAREZ MARVIN R,RANS S-6S,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N137AB,Accident
CESSNA,150H,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N22857,Accident
CLIFTON,BREEZY,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N6155M,Accident
BEECH,58,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Unknown,VMC,0.0,0.0,0.0,N8121R,Accident
EVEKTOR-AEROTECHNIK AS,SPORTSTAR,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N505EV,Accident
CESSNA,A185F,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,3.0,0.0,0.0,N243W,Accident
THRUSH AIRCRAFT INC,S2R-H80,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Turbo Prop,Flight Test,VMC,0.0,0.0,0.0,N510KW,Accident
BEECH,A36,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4830M,Accident
CESSNA,172S,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N320ME,Accident
CESSNA,560XL,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Turbo Fan,Executive/corporate,VMC,0.0,0.0,0.0,N101PG,Accident
BELLANCA,17-30A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N80SV,Accident
CIRRUS DESIGN CORP,SR22,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N154CK,Accident
AVIAT AIRCRAFT INC,A-1B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,1.0,1.0,N388AS,Accident
CESSNA,210,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,2.0,0.0,N6564X,Accident
GLASS ROY L,RV-6,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N164RG,Accident
TUCKER-HURNI,STARDUSTER SA-300,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4523,Accident
RICE LEO B,KITFOX SERIES 5,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Business,VMC,0.0,0.0,0.0,N77LR,Accident
Hawker Beech,V35B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2841W,Accident
CESSNA,172D,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N2559U,Accident
PIPER,PA-18-150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Public Aircraft - State,VMC,0.0,0.0,0.0,N7059,Accident
PIPER,PA-28-161,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N746RA,Accident
PIPER,PA-18,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N5769D,Accident
PIPER,PA-18-150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N91250,Accident
PIPER,PA-18-150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N82398,Accident
CESSNA,195B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2194C,Accident
TEMCO,GC-1B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N106S,Accident
PIPER,PA-18-150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N8976D,Accident
SHOUP RONALD R,RV-6A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N819RS,Accident
ARION AIRCRAFT LLC,LIGHTNING LS-1,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N782MD,Accident
CAMPBELL DAVID,LEGACY,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N12KX,Accident
CESSNA,T210,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,1.0,N210LH,Accident
CESSNA,172M,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N30380,Accident
CESSNA,152,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N94500,Accident
BERRY DEAN,GLASAIR I,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N540GZ,Accident
BEECH,S35,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,2.0,0.0,0.0,N176Q,Accident
AIR TRACTOR INC,AT-301,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,N3166W,Accident
GALLOWAY/WARD,RV-4,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N102GW,Accident
Murphy Aircraft,Rebel,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N1076D,Accident
CESSNA,177B,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N34539,Accident
CESSNA,172F,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N5551R,Accident
CESSNA,195,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3442V,Accident
EVEKTOR-AEROTECHNIK AS,SPORTSTAR PLUS,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N919LA,Accident
PIPER,PA-28RT-201T,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N2195X,Accident
PIPER,PA-28R-201T,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N442G,Accident
"CubCrafters, Inc",CC11-160,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N3711T,Accident
CESSNA,182N,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9217G,Accident
MAULE,M-7-260,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N7ZF,Accident
CESSNA,172P,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N54036,Accident
AIR TRACTOR INC,AT-502B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Turbo Prop,Aerial Application,VMC,0.0,0.0,0.0,N5016P,Accident
CESSNA,A188,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,N3557Q,Accident
BEECH,A36,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N1819L,Accident
CESSNA,177A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,2.0,0.0,N28WF,Accident
GUTIERREZ PABLINO,HUMMEL BIRD,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N9001N,Accident
Donald K Stovall,Pietenpol Aircamper,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N728MK,Accident
FLIGHT DESIGN GMBH,CTLS,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N9922P,Accident
CESSNA,T210K,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N727FA,Accident
MOONEY,M20J,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,2.0,0.0,1.0,N9154K,Accident
COSTRUZIONI AERONAUTICHE TECNA,P2006T,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N727TA,Accident
PIPER,PA-18-150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N999JV,Accident
BEECH,C90,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Turbo Prop,Public Aircraft - Federal,Unk,0.0,0.0,0.0,N14CP,Accident
CESSNA,172R,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N5253B,Accident
CESSNA,401,Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,4.0,0.0,1.0,N9DM,Accident
BEECH,V35B,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N645EP,Accident
BOEING,A75N1(PT17),Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N71327,Accident
MAULE,MX-7,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N114MK,Accident
BEECH,3NM,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Reciprocating,Personal,VMC,0.0,3.0,0.0,N9540,Accident
PIPER,PA-12,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N278JB,Accident
LUTTENBACHER KURT,BUSHBY MUSTANG 2,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N58RS,Accident
RISHER JIMMY E,VANS AIRCRAFT RV-8,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N811JR,Accident
BEECH,A36TC,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N2WZ,Accident
POOL,MURPHY MOOSE,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,3.0,0.0,N223DH,Accident
CESSNA,182S,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N703MM,Accident
BEECH,B90,Non-Fatal,Substantial,Airplane,2.0,25-09-2020,Turbo Prop,Positioning,VMC,0.0,0.0,0.0,N275LE,Accident
PIPER,PA-32-260,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4727S,Accident
STAUDACHER HYDROPLANES,S300X,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N336JS,Accident
M SQUARED,BREESE,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N51336,Accident
STINSON,SR-7B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N16122,Accident
PIPER,J3C-65,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N98568,Accident
BECKERT BRUCE A,RV-6,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N212LB,Accident
MAULE,M-7-420AC,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Turbo Prop,Personal,VMC,0.0,1.0,0.0,N420RP,Accident
BEECH,F33A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N5521A,Accident
MAULE,M-4-220C,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N615SD,Accident
PIPER,PA-24-250,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Ferry,VMC,0.0,0.0,0.0,N7171P,Accident
HUNTER,A-20 VISTA CRUISER,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9027M,Accident
TROYER,KITFOX 3,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N7199T,Accident
PIPER,PA-22-150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N7257D,Accident
BELLANCA,7GCAA,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N68543,Accident
TAYLORCRAFT,BC12-D,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,2.0,0.0,N43635,Accident
BELLANCA,8GCBC,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Banner Tow,VMC,0.0,0.0,0.0,N86917,Accident
CESSNA,A185F,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N4742E,Accident
MARLEY,KOLB FIRESTAR II,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N9173T,Accident
CZECH SPORT AIRCRAFT A S,SPORTCRUISER,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,1.0,0.0,N297SC,Accident
Rotherwick HR,Glasair III,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Positioning,VMC,0.0,0.0,0.0,N471B,Accident
PIPER,PA46,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N630TG,Accident
SHIVER,TAILWIND W-10,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N625JS,Accident
HAWKER AIRCRAFT LTD,HAWKER HUNTER MK.58A,Fatal,Destroyed,Airplane,1.0,25-09-2020,Turbo Jet,Public Aircraft - Federal,VMC,1.0,0.0,0.0,N329AX,Accident
AERO VODOCHODY,L-39,Fatal,Substantial,Airplane,1.0,25-09-2020,Turbo Fan,Business,VMC,2.0,0.0,0.0,N39WT,Accident
CESSNA,195A,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N9859A,Accident
DIAL DAVID L,TITAN TORNADO II,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N158TX,Accident
MOONEY,M20C,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N2610W,Accident
CESSNA,170B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N170ED,Accident
PIPER,PA-22-150,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N3956P,Accident
QUICKSILVER,Sprint II,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,2.0,0.0,N3521A,Accident
AIR TRACTOR,AT-602,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Turbo Prop,Aerial Application,VMC,0.0,0.0,0.0,N85239,Accident
PIPER,PA-28R-201,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N6236C,Accident
CESSNA,T210L,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N732BE,Accident
"BELCHER, GERALD C",BEL AIRE 2000,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N122BA,Accident
PIPER,PA-28-180,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,3.0,0.0,N4595T,Accident
CESSNA,172R,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N456MB,Accident
SHEPARD JIMMY D JR,PITTS S1D,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,0.0,N360MW,Accident
CESSNA,T210L,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,1.0,0.0,3.0,N29112,Accident
BEECH,V35B,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N6658K,Accident
CESSNA,152,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N6102Q,Accident
CESSNA,P210N,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,1.0,0.0,N732JL,Accident
WAGGONNER,EXCALIBUR,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,1.0,N165AW,Accident
PIPER,PA-28-161,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,0.0,0.0,N602FT,Accident
AIR TRACTOR INC,AT-802A,Fatal,Substantial,Airplane,1.0,25-09-2020,Turbo Prop,Aerial Application,VMC,1.0,0.0,1.0,N4126T,Accident
AYRES CORPORATION,S2R-R1340,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Turbo Prop,Aerial Application,VMC,0.0,0.0,1.0,N30951,Accident
CESSNA,150L,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N11428,Accident
ROCKWELL INTERNATIONAL,S-2R,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Flight Test,VMC,0.0,0.0,0.0,N8421V,Accident
LYDON PATRICK F,SEAREY,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N252JB,Accident
ROCKWELL INTERNATIONAL,S-2R,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Aerial Application,VMC,0.0,0.0,0.0,N8468V,Accident
CESSNA,172N,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Instructional,VMC,0.0,1.0,0.0,N73743,Accident
AEROS LTD/SKYRANGER AIRCRAFT,SKYRANGER II,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,2.0,N192RR,Accident
THRUSH AIRCRAFT INC,S2RHG-T65,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Turbo Prop,Aerial Application,VMC,0.0,0.0,0.0,N40475,Accident
SMITH ALLEN,STORCH,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,0.0,0.0,N126SR,Accident
GULFSTREAM AMERICAN CORP,AA-5A,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,IMC,1.0,0.0,0.0,N26837,Accident
CESSNA,150F,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Banner Tow,VMC,0.0,0.0,0.0,N7093F,Accident
CESSNA,182M,Non-Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,0.0,4.0,0.0,N70658,Accident
CESSNA,172S,Fatal,Substantial,Airplane,1.0,25-09-2020,Reciprocating,Personal,VMC,4.0,0.0,0.0,N953SP,Accident
